2019-09-27,23555
2019-09-28,23559
2019-09-29,23628
2019-09-30,23710
2019-10-01,23542
2019-10-02,23499
2019-10-03,23468
2019-10-04,23441
2019-10-05,23441
2019-10-06,23529
2019-10-07,23492
2019-10-08,23515
2019-10-09,23529
2019-10-10,23552
2019-10-11,23609
2019-10-12,23577
2019-10-13,23644
2019-10-14,23622
2019-10-15,23602
2019-10-16,23626
2019-10-17,23639
2019-10-18,23689
2019-10-19,23744
2019-10-20,23807
2019-10-21,23790
2019-10-22,23789
2019-10-23,23801
2019-10-24,23824
2019-10-25,23884
2019-10-26,23880
2019-10-27,23915
2019-10-28,23904
2019-10-29,23891
2019-10-30,23878
2019-10-31,23883
2019-11-01,23937
2019-11-02,22511
2019-11-03,22557
2019-11-04,22495
2019-11-05,22466
2019-11-06,22493
2019-11-07,22531
2019-11-08,22545
2019-11-09,22545
2019-11-10,22587
2019-11-11,22548
2019-11-12,22526
2019-11-13,22503
2019-11-14,22499
2019-11-15,22532
2019-11-16,22520
2019-11-17,22570
2019-11-18,22524
2019-11-19,22493
2019-11-20,22505
2019-11-21,22517
2019-11-22,22529
2019-11-23,22518
2019-11-24,22551
2019-11-25,22505
2019-11-26,22479
2019-11-27,22477
2019-11-28,22512
2019-11-29,22552
2019-11-30,22569
2019-12-01,22461
2019-12-02,22402
2019-12-03,22388
2019-12-04,22392
2019-12-05,22379
2019-12-06,22398
2019-12-07,22400
2019-12-08,22454
2019-12-09,22433
2019-12-10,22428
2019-12-11,22436
2019-12-12,22430
2019-12-13,22430
2019-12-14,22429
2019-12-15,22476
2019-12-16,22424
2019-12-17,22409
2019-12-18,22418
2019-12-19,22415
2019-12-20,22334
2019-12-21,22341
2019-12-22,22356
2019-12-23,22292
2019-12-24,22267
2019-12-25,22246
2019-12-26,22253
2019-12-27,22195
2019-12-28,22224
2019-12-29,22207
2019-12-30,22107
2019-12-31,21999
2020-01-01,22521
2020-01-02,22685
2020-01-03,22712
2020-01-04,22671
2020-01-05,22677
2020-01-06,22720
2020-01-07,22705
2020-01-08,22724
2020-01-09,22748
2020-01-10,22760
2020-01-11,22763
2020-01-12,22769
2020-01-13,22776
2020-01-14,22785
2020-01-15,22794
2020-01-16,22788
2020-01-17,22801
2020-01-18,22810
2020-01-19,22817
2020-01-20,22827
2020-01-21,22825
2020-01-22,22844
2020-01-23,22846
2020-01-24,22880
2020-01-25,22879
2020-01-26,22881
2020-01-27,22887
2020-01-28,22880
2020-01-29,22884
2020-01-30,22877
2020-01-31,22887
2020-02-01,23001
2020-02-02,22987
2020-02-03,22987
2020-02-04,23238
2020-02-05,522
