2019-02-05,9281
2019-02-06,17249
2019-02-07,19922
2019-02-08,20780
2019-02-09,20335
2019-02-10,24208
2019-02-11,25125
2019-02-12,26397
2019-02-13,26626
2019-02-14,26629
2019-02-15,25560
2019-02-16,24168
2019-02-17,26241
2019-02-18,26227
2019-02-19,26454
2019-02-20,26511
2019-02-21,26588
2019-02-22,26550
2019-02-23,27122
2019-02-24,30274
2019-02-25,30432
2019-02-26,29997
2019-02-27,29608
2019-02-28,29252
2019-03-01,28201
2019-03-02,27573
2019-03-03,29790
2019-03-04,30234
2019-03-05,30584
2019-03-06,30768
2019-03-07,30299
2019-03-08,29322
2019-03-09,29109
2019-03-10,31380
2019-03-11,31939
2019-03-12,32048
2019-03-13,31955
2019-03-14,31615
2019-03-15,30493
2019-03-16,29875
2019-03-17,31938
2019-03-18,32535
2019-03-19,32788
2019-03-20,32756
2019-03-21,32305
2019-03-22,31400
2019-03-23,31011
2019-03-24,32637
2019-03-25,33125
2019-03-26,33293
2019-03-27,33234
2019-03-28,32929
2019-03-29,32273
2019-03-30,32269
2019-03-31,34160
2019-04-01,34478
2019-04-02,34571
2019-04-03,34563
2019-04-04,34365
2019-04-05,33963
2019-04-06,33464
2019-04-07,34334
2019-04-08,34195
2019-04-09,34167
2019-04-10,33746
2019-04-11,33402
2019-04-12,32784
2019-04-13,31964
2019-04-14,32637
2019-04-15,32536
2019-04-16,32279
2019-04-17,31973
2019-04-18,31451
2019-04-19,31237
2019-04-20,31552
2019-04-21,32827
2019-04-22,33674
2019-04-23,33512
2019-04-24,33159
2019-04-25,32690
2019-04-26,32028
2019-04-27,31375
2019-04-28,33398
2019-04-29,34567
2019-04-30,34737
2019-05-01,34419
2019-05-02,34114
2019-05-03,33969
2019-05-04,34090
2019-05-05,35935
2019-05-06,28051
2019-05-07,27858
2019-05-08,27754
2019-05-09,27604
2019-05-10,27475
2019-05-11,27380
2019-05-12,28107
2019-05-13,28077
2019-05-14,28043
2019-05-15,27978
2019-05-16,27763
2019-05-17,27545
2019-05-18,27417
2019-05-19,27963
2019-05-20,27843
2019-05-21,27714
2019-05-22,27542
2019-05-23,27251
2019-05-24,26902
2019-05-25,26761
2019-05-26,27643
2019-05-27,28188
2019-05-28,28111
2019-05-29,27450
2019-05-30,26916
2019-05-31,26979
2019-06-01,26783
2019-06-02,28007
2019-06-03,28084
2019-06-04,27959
2019-06-05,27855
2019-06-06,27718
2019-06-07,27374
2019-06-08,27111
2019-06-09,27394
2019-06-10,27544
2019-06-11,27670
2019-06-12,27541
2019-06-13,27175
2019-06-14,26974
2019-06-15,26843
2019-06-16,27499
2019-06-17,27572
2019-06-18,27538
2019-06-19,27506
2019-06-20,27215
2019-06-21,27196
2019-06-22,27141
2019-06-23,27659
2019-06-24,27707
2019-06-25,27676
2019-06-26,27699
2019-06-27,27544
2019-06-28,27084
2019-06-29,26439
2019-06-30,26971
2019-07-01,27301
2019-07-02,27314
2019-07-03,27360
2019-07-04,27086
2019-07-05,26833
2019-07-06,26968
2019-07-07,27643
2019-07-08,28000
2019-07-09,27945
2019-07-10,27956
2019-07-11,27769
2019-07-12,27847
2019-07-13,27931
2019-07-14,28432
2019-07-15,28717
2019-07-16,28705
2019-07-17,28815
2019-07-18,28874
2019-07-19,29042
2019-07-20,29188
2019-07-21,29363
2019-07-22,29270
2019-07-23,29256
2019-07-24,29204
2019-07-25,29259
2019-07-26,29347
2019-07-27,29592
2019-07-28,29890
2019-07-29,29927
2019-07-30,29992
2019-07-31,30097
2019-08-01,30130
2019-08-02,30205
2019-08-03,30131
2019-08-04,23717
2019-08-05,23498
2019-08-06,23443
2019-08-07,23441
2019-08-08,23516
2019-08-09,23684
2019-08-10,23718
2019-08-11,23874
2019-08-12,23791
2019-08-13,23756
2019-08-14,23765
2019-08-15,23690
2019-08-16,23783
2019-08-17,23838
2019-08-18,24020
2019-08-19,24002
2019-08-20,24052
2019-08-21,24097
2019-08-22,24060
2019-08-23,24100
2019-08-24,24029
2019-08-25,24218
2019-08-26,24257
2019-08-27,24346
2019-08-28,24348
2019-08-29,24383
2019-08-30,24486
2019-08-31,24485
2019-09-01,24046
2019-09-02,23852
2019-09-03,23769
2019-09-04,23749
2019-09-05,23745
2019-09-06,23774
2019-09-07,23736
2019-09-08,23460
2019-09-09,23347
2019-09-10,23340
2019-09-11,23360
2019-09-12,23358
2019-09-13,23408
2019-09-14,23425
2019-09-15,23500
2019-09-16,23376
2019-09-17,23358
2019-09-18,23354
2019-09-19,23388
2019-09-20,23454
2019-09-21,23440
2019-09-22,23511
2019-09-23,23445
2019-09-24,23432
2019-09-25,23442
2019-09-26,23477
